k	q	r	p	cost	time	utility	e	utility_e
3	0	2	25	2511	7	-173.833	-0.429557	-173.403
3	0	2	26	772	20	-315.865	-0.720517	-315.145
3	0	2	27	3627	14	-308.271	1.73353	-310.005
3	0	2	28	4532	16	-363.235	-0.421771	-362.813
3	0	2	29	1974	24	-408.623	-2.19672	-406.426
3	0	3	24	4912	9	-271.044	1.06124	-272.105
3	0	3	25	2511	7	-173.833	-1.64773	-172.185
3	0	3	26	772	20	-315.865	0.0906303	-315.956
3	0	3	27	3627	14	-308.271	-1.13702	-307.134
3	0	3	28	4532	16	-363.235	1.66945	-364.904
3	0	3	29	1974	24	-408.623	-0.276293	-408.346
3	0	4	24	4912	9	-271.044	-0.693172	-270.351
3	0	4	25	2511	7	-173.833	0.235047	-174.068
3	0	4	26	772	20	-315.865	-1.74573	-314.12
3	0	4	27	3627	14	-308.271	0.00126371	-308.273
3	0	4	28	4532	16	-363.235	-0.344658	-362.89
3	0	4	29	1974	24	-408.623	-2.51682	-406.106
3	0	5	24	4912	9	-271.044	0.00734896	-271.051
3	0	5	25	2511	7	-173.833	-1.23653	-172.597
3	0	5	26	772	20	-315.865	-0.257963	-315.607
3	0	5	27	3627	14	-308.271	-0.621104	-307.65
3	0	5	28	4532	16	-363.235	1.33274	-364.568
3	0	5	29	1974	24	-408.623	0.497358	-409.12
3	0	6	24	4912	9	-271.044	-0.869027	-270.175
3	0	6	25	2511	7	-173.833	-0.571804	-173.261
3	0	6	26	772	20	-315.865	0.858959	-316.724
3	0	6	27	3627	14	-308.271	-0.766938	-307.504
3	0	6	28	4532	16	-363.235	-1.70082	-361.534
3	0	6	29	1974	24	-408.623	0.0324843	-408.655
3	0	7	24	4912	9	-271.044	-0.10111	-270.943
3	0	7	25	2511	7	-173.833	-0.811343	-173.022
3	0	7	26	772	20	-315.865	0.963226	-316.829
3	0	7	27	3627	14	-308.271	0.384542	-308.656
3	0	7	28	4532	16	-363.235	0.589976	-363.825
3	0	7	29	1974	24	-408.623	-1.2342	-407.388
3	0	8	24	4912	9	-271.044	0.598768	-271.642
3	0	8	25	2511	7	-173.833	-1.20858	-172.624
3	0	8	26	772	20	-315.865	-0.67612	-315.189
3	0	8	27	3627	14	-308.271	-0.158989	-308.112
3	0	8	28	4532	16	-363.235	1.0286	-364.263
3	0	8	29	1974	24	-408.623	0.584045	-409.207
3	0	9	24	4912	9	-271.044	-0.668534	-270.375
3	0	9	25	2511	7	-173.833	0.657212	-174.49
3	0	9	26	772	20	-315.865	-0.264099	-315.601
3	0	9	27	3627	14	-308.271	0.686548	-308.958
3	0	9	28	4532	16	-363.235	-1.83298	-361.402
3	0	9	29	1974	24	-408.623	-0.578864	-408.044
3	0	10	24	4912	9	-271.044	-0.30978	-270.734
3	0	10	25	2511	7	-173.833	0.492146	-174.325
3	0	10	26	772	20	-315.865	0.623974	-316.489
3	0	10	27	3627	14	-308.271	-0.129685	-308.142
3	0	10	28	4532	16	-363.235	2.82339	-366.058
3	0	10	29	1974	24	-408.623	-0.853594	-407.769
3	0	11	24	4912	9	-271.044	-0.129136	-270.915
3	0	11	25	2511	7	-173.833	-0.688899	-173.144
3	0	11	26	772	20	-315.865	-1.87259	-313.993
3	0	11	27	3627	14	-308.271	-0.696637	-307.575
3	0	11	28	4532	16	-363.235	0.105043	-363.34
3	0	11	29	1974	24	-408.623	-2.20378	-406.419
3	0	12	24	4912	9	-271.044	-0.435083	-270.609
3	0	12	25	2511	7	-173.833	-2.59636	-171.237
3	0	12	26	772	20	-315.865	1.73703	-317.602
3	0	12	27	3627	14	-308.271	-0.116222	-308.155
3	0	12	28	4532	16	-363.235	0.754822	-363.99
3	0	12	29	1974	24	-408.623	1.37935	-410.002
3	0	13	24	4912	9	-271.044	0.102409	-271.146
3	0	13	25	2511	7	-173.833	0.686219	-174.519
3	0	13	26	772	20	-315.865	0.25013	-316.115
3	0	13	27	3627	14	-308.271	-1.1439	-307.127
3	0	13	28	4532	16	-363.235	-0.42352	-362.811
3	0	13	29	1974	24	-408.623	1.74373	-410.366
3	0	14	24	4912	9	-271.044	-0.924816	-270.119
3	0	14	25	2511	7	-173.833	0.176827	-174.01
3	0	14	26	772	20	-315.865	0.582397	-316.448
3	0	14	27	3627	14	-308.271	-0.901715	-307.37
3	0	14	28	4532	16	-363.235	0.861473	-364.096
3	0	14	29	1974	24	-408.623	-0.431107	-408.191
3	0	15	24	4912	9	-271.044	0.462197	-271.506
3	0	15	25	2511	7	-173.833	-0.842987	-172.99
3	0	15	26	772	20	-315.865	1.07455	-316.94
3	0	15	27	3627	14	-308.271	-0.0224429	-308.249
3	0	15	28	4532	16	-363.235	-0.832718	-362.402
3	0	15	29	1974	24	-408.623	-0.215979	-408.407
3	0	16	24	4912	9	-271.044	-0.609342	-270.434
3	0	16	25	2511	7	-173.833	-0.0278853	-173.805
3	0	16	26	772	20	-315.865	-1.64296	-314.222
3	0	16	27	3627	14	-308.271	1.41619	-309.687
3	0	16	28	4532	16	-363.235	0.673628	-363.909
3	0	16	29	1974	24	-408.623	-1.63597	-406.987
3	0	17	24	4912	9	-271.044	-2.63907	-268.405
3	0	17	25	2511	7	-173.833	-0.534725	-173.298
3	0	17	26	772	20	-315.865	0.390195	-316.255
3	0	17	27	3627	14	-308.271	-0.0390608	-308.232
3	0	17	28	4532	16	-363.235	-1.01833	-362.217
3	0	17	29	1974	24	-408.623	-0.560515	-408.062
3	0	18	24	4912	9	-271.044	1.04065	-272.084
3	0	18	25	2511	7	-173.833	-0.943161	-172.89
3	0	18	26	772	20	-315.865	0.631714	-316.497
3	0	18	27	3627	14	-308.271	0.858988	-309.13
3	0	18	28	4532	16	-363.235	0.921766	-364.157
3	0	18	29	1974	24	-408.623	-0.542364	-408.08
3	0	19	24	4912	9	-271.044	0.433192	-271.477
3	0	19	25	2511	7	-173.833	-0.166068	-173.667
3	0	19	26	772	20	-315.865	-0.562201	-315.303
3	0	19	27	3627	14	-308.271	1.94069	-310.212
3	0	19	28	4532	16	-363.235	0.914419	-364.149
3	0	19	29	1974	24	-408.623	-1.99197	-406.631
4	0	0	30	3035	11	-292.743	0.29282	-293.036
4	0	0	31	259	14	-265.623	1.7239	-267.347
4	0	0	32	795	4	-97.2916	0.257355	-97.549
4	0	0	33	3198	7	-223.885	0.152219	-224.037
4	0	0	34	4948	5	-238.977	1.17608	-240.153
4	0	0	35	259	14	-265.623	0.100352	-265.723
4	0	1	30	3035	11	-292.743	0.16319	-292.906
4	0	1	31	259	14	-265.623	-1.23402	-264.389
4	0	1	32	795	4	-97.2916	-0.690971	-96.6006
4	0	1	33	3198	7	-223.885	1.65349	-225.538
4	0	1	34	4948	5	-238.977	-0.571262	-238.405
4	0	1	35	259	14	-265.623	0.0212036	-265.644
4	0	2	30	3035	11	-292.743	0.982228	-293.725
4	0	2	31	259	14	-265.623	-0.214191	-265.409
4	0	2	32	795	4	-97.2916	-0.143692	-97.1479
4	0	2	33	3198	7	-223.885	-0.75468	-223.13
4	0	2	34	4948	5	-238.977	2.22408	-241.201
4	0	2	35	259	14	-265.623	-0.861177	-264.762
4	0	3	30	3035	11	-292.743	0.177082	-292.92
4	0	3	31	259	14	-265.623	0.574914	-266.198
4	0	3	32	795	4	-97.2916	-1.00279	-96.2888
4	0	3	33	3198	7	-223.885	-0.636415	-223.248
4	0	3	34	4948	5	-238.977	-0.465308	-238.511
4	0	3	35	259	14	-265.623	0.0564675	-265.68
4	0	4	30	3035	11	-292.743	-2.11268	-290.63
4	0	4	31	259	14	-265.623	0.455753	-266.079
4	0	4	32	795	4	-97.2916	-0.581502	-96.7101
4	0	4	33	3198	7	-223.885	-0.181051	-223.704
4	0	4	34	4948	5	-238.977	-1.14733	-237.829
4	0	4	35	259	14	-265.623	-0.724947	-264.898
4	0	5	30	3035	11	-292.743	0.624187	-293.367
4	0	5	31	259	14	-265.623	-1.25372	-264.369
4	0	5	32	795	4	-97.2916	-0.0672377	-97.2244
4	0	5	33	3198	7	-223.885	-0.938425	-222.946
4	0	5	34	4948	5	-238.977	-0.288289	-238.688
4	0	5	35	259	14	-265.623	-0.260422	-265.363
4	0	6	30	3035	11	-292.743	2.55005	-295.293
4	0	6	31	259	14	-265.623	0.580175	-266.203
4	0	6	32	795	4	-97.2916	0.968044	-98.2596
4	0	6	33	3198	7	-223.885	-0.452731	-223.432
4	0	6	34	4948	5	-238.977	1.5913	-240.568
4	0	6	35	259	14	-265.623	-1.19605	-264.427
4	0	7	30	3035	11	-292.743	0.9354	-293.678
4	0	7	31	259	14	-265.623	-1.1268	-264.496
4	0	7	32	795	4	-97.2916	-0.176645	-97.115
4	0	7	33	3198	7	-223.885	-0.668518	-223.216
4	0	7	34	4948	5	-238.977	-1.37311	-237.604
4	0	7	35	259	14	-265.623	0.130356	-265.753
4	0	8	30	3035	11	-292.743	1.35218	-294.095
4	0	8	31	259	14	-265.623	-1.61996	-264.003
4	0	8	32	795	4	-97.2916	0.429092	-97.7207
4	0	8	33	3198	7	-223.885	0.269628	-224.154
4	0	8	34	4948	5	-238.977	-0.517702	-238.459
4	0	8	35	259	14	-265.623	-1.14528	-264.478
4	0	9	30	3035	11	-292.743	0.908378	-293.651
4	0	9	31	259	14	-265.623	-0.777386	-264.846
4	0	9	32	795	4	-97.2916	0.134681	-97.4263
4	0	9	33	3198	7	-223.885	-1.81366	-222.071
4	0	9	34	4948	5	-238.977	-0.662283	-238.314
4	0	9	35	259	14	-265.623	0.85557	-266.479
4	0	10	30	3035	11	-292.743	0.0288419	-292.772
4	0	10	31	259	14	-265.623	-0.00699389	-265.616
4	0	10	32	795	4	-97.2916	0.973266	-98.2649
4	0	10	33	3198	7	-223.885	0.681366	-224.566
4	0	10	34	4948	5	-238.977	-0.603764	-238.373
4	0	10	35	259	14	-265.623	0.467273	-266.09
4	0	11	30	3035	11	-292.743	-0.360447	-292.382
4	0	11	31	259	14	-265.623	2.3402	-267.963
4	0	11	32	795	4	-97.2916	1.41883	-98.7104
4	0	11	33	3198	7	-223.885	-0.223071	-223.662
4	0	11	34	4948	5	-238.977	0.266105	-239.243
4	0	11	35	259	14	-265.623	0.401114	-266.024
4	0	12	30	3035	11	-292.743	0.279443	-293.022
4	0	12	31	259	14	-265.623	-0.142187	-265.481
4	0	12	32	795	4	-97.2916	-0.208767	-97.0828
4	0	12	33	3198	7	-223.885	0.0454891	-223.93
4	0	12	34	4948	5	-238.977	-1.60293	-237.374
4	0	12	35	259	14	-265.623	-0.180949	-265.442
4	0	13	30	3035	11	-292.743	-0.0352472	-292.708
4	0	13	31	259	14	-265.623	0.325475	-265.949
4	0	13	32	795	4	-97.2916	-0.792986	-96.4986
4	0	13	33	3198	7	-223.885	-1.1627	-222.722
4	0	13	34	4948	5	-238.977	-0.755497	-238.221
4	0	13	35	259	14	-265.623	-1.48381	-264.139
4	0	14	30	3035	11	-292.743	-1.54207	-291.201
4	0	14	31	259	14	-265.623	0.371368	-265.994
4	0	14	32	795	4	-97.2916	-1.40325	-95.8884
4	0	14	33	3198	7	-223.885	0.670785	-224.555
4	0	14	34	4948	5	-238.977	-0.89897	-238.078
4	0	14	35	259	14	-265.623	0.372809	-265.996
4	0	15	30	3035	11	-292.743	1.32714	-294.07
4	0	15	31	259	14	-265.623	-1.68721	-263.936
4	0	15	32	795	4	-97.2916	-0.0744052	-97.2172
4	0	15	33	3198	7	-223.885	0.0108711	-223.896
4	0	15	34	4948	5	-238.977	0.848503	-239.825
4	0	15	35	259	14	-265.623	0.746152	-266.369
4	0	16	30	3035	11	-292.743	-0.566232	-292.177
4	0	16	31	259	14	-265.623	0.962982	-266.586
4	0	16	32	795	4	-97.2916	-1.49926	-95.7923
4	0	16	33	3198	7	-223.885	1.21598	-225.101
4	0	16	34	4948	5	-238.977	0.0519006	-239.029
4	0	16	35	259	14	-265.623	0.303318	-265.926
4	0	17	30	3035	11	-292.743	-1.37718	-291.366
4	0	17	31	259	14	-265.623	1.34889	-266.972
4	0	17	32	795	4	-97.2916	0.326523	-97.6181
4	0	17	33	3198	7	-223.885	-1.14496	-222.74
4	0	17	34	4948	5	-238.977	-0.676464	-238.3
4	0	17	35	259	14	-265.623	-0.884574	-264.739
4	0	18	30	3035	11	-292.743	-0.675052	-292.068
4	0	18	31	259	14	-265.623	0.724712	-266.348
4	0	18	32	795	4	-97.2916	0.330303	-97.6219
4	0	18	33	3198	7	-223.885	-0.60292	-223.282
4	0	18	34	4948	5	-238.977	-1.04398	-237.933
4	0	18	35	259	14	-265.623	-0.500582	-265.123
4	0	19	30	3035	11	-292.743	-1.56404	-291.179
4	0	19	31	259	14	-265.623	-1.92839	-263.695
4	0	19	32	795	4	-97.2916	0.117805	-97.4094
4	0	19	33	3198	7	-223.885	0.264521	-224.149
4	0	19	34	4948	5	-238.977	1.49935	-240.476
4	0	19	35	259	14	-265.623	-1.35375	-264.269
